,Марка,YearMonth,Страховая сумма,Количество дней от события до урегулирования,Оценка убытка
4453,Киа,202406,996466.7649624973,118.0,152316
4454,Лада Самара,202304,452538.4921606957,24.0,114246
4455,Лада Самара,202401,239244.49050414024,5.0,129282
4456,Киа,202404,2782364.714343872,16.0,143506
4457,Жигули,202501,472745.83608973725,16.0,115300
4458,Лада Самара,202410,383015.64967158815,9.0,126986
4459,Мерседес-Бенц,202305,5914395.79676794,17.0,198252
4460,Лада Самара,202304,586801.0691769758,21.0,121744
4461,Лада Самара,202406,437704.1035027979,17.0,199257
4462,Киа,202411,2142700.825920421,21.0,127804
4463,Мерседес-Бенц,202306,3121470.9532411443,35.0,215244
4464,Мерседес-Бенц,202307,4973399.388564463,27.0,200427
4465,Мерседес-Бенц,202305,3589236.0061910828,48.0,191721
4466,Lada,202301,567633.0124774295,40.0,144554
4467,Lada,202407,928520.4609938727,32.0,152017
4468,Мерседес-Бенц,202306,6128112.831577702,54.0,212288
4469,Мерседес-Бенц,202312,5476127.366416363,6.0,206177
4470,Жигули,202411,406207.43460349954,38.0,125578
4471,Киа,202412,2114799.2417088095,3.0,144217
4472,Жигули,202310,341946.15699532273,18.0,130615
4473,Киа,202407,2386216.5020204135,35.0,135554
4474,Киа,202311,3380402.650497589,17.0,133865
4475,Киа,202409,1633124.6175854302,50.0,170420
4476,Lada,202305,1255017.696017578,94.0,116049
4477,Lada,202307,592316.2601591571,25.0,132114
4478,Жигули,202305,355991.92166940763,8.0,105912
4479,Киа,202301,1518515.7638165317,14.0,147509
4480,Киа,202406,2579925.66140698,100.0,145574
4481,Киа,202308,1186720.1224170097,1.0,158314
4482,Мерседес-Бенц,202308,3766311.571117134,29.0,245770
4483,Лада Самара,202406,466729.8613698543,,122261
4484,Мерседес-Бенц,202312,6687706.308634924,18.0,189801
4485,Мерседес-Бенц,202405,6132169.99089154,10.0,194766
4486,Киа,202308,2447700.0907007605,6.0,146332
4487,Lada,202401,488041.37279289344,22.0,147571
4488,Лада Самара,202303,413105.96339264984,8.0,120423
4489,Мерседес-Бенц,202412,2106233.8116633957,12.0,197790
4490,Lada,202411,851851.1383456009,47.0,133860
4491,Киа,202312,2182424.1713428935,43.0,146080
4492,Лада Самара,202301,512475.3254010627,9.0,141995
4493,Lada,202405,949691.2309839005,12.0,131897
4494,Жигули,202305,575783.9174756594,2.0,100578
4495,Лада Самара,202404,463495.9766311752,29.0,118433
4496,Лада Самара,202408,489933.32780333445,43.0,134604
4497,Lada,202408,649890.4516570313,4.0,159044
4498,Мерседес-Бенц,202312,6494156.30966209,25.0,218488
4499,Лада Самара,202311,370361.109038883,35.0,149329
4500,Mercedes,202401,5022696.175688578,1.0,217457
4501,Мерседес-Бенц,202406,7012105.9225373445,11.0,205749
4502,Киа,202412,1382212.8789638255,34.0,155562
4503,Мерседес-Бенц,202404,5928414.124131479,42.0,209590
4504,Мерседес-Бенц,202305,5384901.515239646,2.0,203693
4505,Жигули,202303,463752.2555894174,10.0,135050
4506,Лада Самара,202304,511372.2738948342,21.0,136391
4507,Лада Самара,202306,393079.5524296151,,131125
4508,Лада Самара,202407,315295.96896174084,6.0,155628
4509,Жигули,202501,472733.6558910345,45.0,129698
4510,Киа,202309,2091045.3000078741,17.0,126526
4511,Киа,202407,2926316.0950670606,38.0,141004
4512,Лада Самара,202402,455982.41634828894,3.0,115296
4513,Lada,202306,846737.0775563264,31.0,144004
4514,Мерседес-Бенц,202406,5207952.704393573,63.0,238273
4515,Лада Самара,202308,459814.7008860787,16.0,145717
4516,Жигули,202406,246307.186481708,11.0,118836
4517,Мерседес-Бенц,202412,4839647.672940115,11.0,243873
4518,Киа,202406,2790394.887799192,37.0,157611
4519,Киа,202407,1493807.2040978817,-100.0,165573
4520,Жигули,202304,459490.0815775001,2.0,122991
4521,Киа,202405,3074435.9896357367,-100.0,136590
4522,Лада Самара,202310,360105.43291315227,53.0,130840
4523,Lada,202304,1278554.3251945304,14.0,142765
4524,Lada,202408,1470037.6129930094,26.0,141833
4525,Жигули,202408,318971.5032116075,7.0,118218
4526,Лада Самара,202302,417438.24819042266,16.0,129047
4527,Lada,202304,723717.4102561824,5.0,141279
4528,Жигули,202308,390920.42334557144,47.0,135970
4529,Киа,202411,2333121.435246625,44.0,157175
4530,Мерседес-Бенц,202407,4964452.4707113365,8.0,239230
4531,Жигули,202404,297069.8828610061,18.0,136864
4532,Мерседес-Бенц,202310,6612047.129650247,0.0,184377
4533,Жигули,202407,339730.7370353979,3.0,128301
4534,Лада Самара,202304,378826.32824873034,5.0,175844
4535,Мерседес-Бенц,202410,6589916.621345624,-100.0,187429
4536,Киа,202302,1901803.0869201254,3.0,156663
4537,Мерседес-Бенц,202410,4740561.751994216,76.0,176596
4538,Лада Самара,202311,348133.9747335488,5.0,142357
4539,Жигули,202403,521941.9415121341,-100.0,125081
4540,Мерседес-Бенц,202501,6247659.806588809,27.0,206266
4541,Киа,202412,2161561.97484874,60.0,148993
4542,Киа,202501,2038232.1236930673,50.0,152969
4543,Lada,202308,825805.175142755,7.0,118935
4544,Mercedes,202301,3518828.795504791,17.0,219378
4545,Киа,202411,1483712.8471820005,8.0,147681
4546,Лада Самара,202304,608236.16752348,14.0,146072
4547,Lada,202402,577238.6653417832,0.0,100449
4548,Киа,202310,1808623.9070240734,5.0,151218
4549,Киа,202408,1935044.1633193446,62.0,140775
4550,Киа,202308,1820418.4326123854,1.0,145496
4551,Мерседес-Бенц,202409,4397604.606177068,42.0,254260
4552,Мерседес-Бенц,202403,7146529.977068812,19.0,196605
4553,Lada,202402,574968.5257697154,22.0,118390
4554,Киа,202403,3621516.538659275,3.0,126376
4555,Киа,202303,1473605.0266629625,7.0,150938
4556,Лада Самара,202402,574022.043625584,25.0,153542
4557,Лада Самара,202405,630881.4027019612,45.0,115774
4558,Киа,202409,1238982.7207471107,1.0,154983
4559,Лада Самара,202311,434810.5494350592,59.0,127623
4560,Жигули,202501,412925.99379899685,23.0,121924
4561,Киа,202408,2287825.048937847,65.0,175634
4562,Жигули,202408,419777.094917037,135.0,120606
4563,Киа,202308,1726445.3365225524,44.0,160012
4564,Lada,202311,1088585.2869178178,91.0,130088
4565,Мерседес-Бенц,202501,4596191.225399069,19.0,200240
4566,Киа,202311,1851355.1084393782,64.0,152039
4567,Мерседес-Бенц,202301,4372296.706935538,39.0,202558
4568,Lada,202408,1056362.3552221092,1.0,105827
4569,Жигули,202401,439385.118864969,6.0,121488
4570,Lada,202408,664517.3198994482,13.0,143029
4571,Киа,202410,1943498.6981594968,11.0,152375
4572,Лада Самара,202412,607363.78586477,5.0,145100
4573,Жигули,202405,226385.7086761669,23.0,125251
4574,Lada,202404,1425650.056723539,25.0,119148
4575,Жигули,202301,293875.3927135456,,117187
4576,Киа,202302,1939746.725913726,24.0,137643
4577,Лада Самара,202404,426462.96021343133,24.0,104144
4578,Киа,202408,1472498.607889212,4.0,163716
4579,Жигули,202409,440889.66483177064,22.0,163022
4580,Киа,202408,1741114.9046915795,14.0,140747
4581,Киа,202301,1767182.9161852049,16.0,153857
4582,Lada,202412,1577147.5015484253,2.0,120691
4583,Киа,202408,2016366.9767438176,7.0,152746
4584,Киа,202501,2279915.325191338,41.0,172724
4585,Киа,202302,2096134.3228341222,76.0,161546
4586,Лада Самара,202408,543038.2014019556,20.0,149579
4587,Жигули,202405,517960.8515837573,26.0,142288
4588,Mercedes,202302,6195486.980050087,9.0,268916
4589,Киа,202312,3511023.7747497354,4.0,153788
4590,Лада Самара,202301,569525.49695383,30.0,124829
4591,Мерседес-Бенц,202307,7616238.621558187,0.0,181140
4592,Лада Самара,202409,346155.15068728186,28.0,133154
4593,Жигули,202411,717064.2959989721,22.0,119542
4594,Lada,202302,660979.7183433492,62.0,119210
4595,Lada,202412,1112380.3652573219,12.0,135112
4596,Жигули,202405,382000.8470682292,5.0,121279
4597,Мерседес-Бенц,202405,5205091.852069256,57.0,190743
4598,Мерседес-Бенц,202409,8641702.36723939,0.0,192305
4599,Мерседес-Бенц,202301,6027047.272411811,12.0,182684
4600,Киа,202301,2382748.139030125,-100.0,144965
4601,Мерседес-Бенц,202303,3569931.246382896,8.0,187130
4602,Киа,202406,2753334.5290978174,12.0,155945
4603,Лада Самара,202403,472575.52576528664,18.0,143303
4604,Лада Самара,202401,389007.3313552747,21.0,146142
4605,Киа,202408,2398314.408032912,2.0,175254
4606,Киа,202302,2506815.3951741033,66.0,161077
4607,Киа,202409,2234690.0760082155,26.0,151428
4608,Киа,202404,1845841.4009912312,25.0,166442
4609,Лада Самара,202407,517321.90528363554,15.0,115010
4610,Лада Самара,202401,461305.2362562592,8.0,127859
4611,Мерседес-Бенц,202312,3962038.4897704795,8.0,193827
4612,Жигули,202501,575591.419988432,11.0,112422
4613,Лада Самара,202312,565730.7446976117,7.0,130651
4614,Lada,202405,1174938.3420865634,6.0,165360
4615,Лада Самара,202303,445172.352829909,5.0,129557
4616,Lada,202302,1008006.3608216133,5.0,140594
4617,Lada,202409,836893.9328732198,10.0,123963
4618,Жигули,202310,401310.3923459172,41.0,114000
4619,Киа,202408,1935468.6775635483,24.0,138316
4620,Киа,202408,2034771.6589551058,15.0,140139
4621,Lada,202406,894040.254956949,13.0,157061
4622,Киа,202402,1838901.6527116897,31.0,146219
4623,Киа,202305,3693293.378916464,12.0,140294
4624,Лада Самара,202411,459849.0364079409,10.0,140151
4625,Киа,202312,2607443.64974892,25.0,153821
4626,Lada,202412,751452.7208933175,3.0,156665
4627,Киа,202405,2710510.819112103,7.0,155318
4628,Мерседес-Бенц,202304,5890884.389616041,21.0,238182
4629,Жигули,202408,295788.5964227244,15.0,107904
4630,Лада Самара,202402,483606.74318179407,10.0,132555
4631,Жигули,202304,538920.1028589963,3.0,128179
4632,Lada,202309,818959.8636527486,69.0,128578
4633,Киа,202303,2213590.93907849,3.0,149002
4634,Мерседес-Бенц,202406,5855314.122282885,-100.0,184752
4635,Киа,202401,2209439.822086139,45.0,152111
4636,Lada,202408,929308.0478873762,8.0,116093
4637,Жигули,202501,560164.6987537027,39.0,114141
4638,Жигули,202406,399719.2385296625,10.0,106473
4639,Lada,202301,627973.3343113087,21.0,132532
4640,Киа,202306,2202187.0278554275,46.0,161178
4641,Киа,202308,2470627.5077595627,9.0,130907
4642,Лада Самара,202304,383506.05212095234,11.0,140283
4643,Киа,202308,3158579.1084551797,13.0,142400
4644,Жигули,202407,320488.68027018383,94.0,99966
4645,Мерседес-Бенц,202409,4830476.593776412,3.0,216596
4646,Лада Самара,202301,500755.46090084926,3.0,136739
4647,Мерседес-Бенц,202305,4951687.385223279,28.0,199292
4648,Мерседес-Бенц,202311,7000776.301251619,29.0,226516
4649,Lada,202309,834253.4583157308,7.0,165158
4650,Мерседес-Бенц,202304,5432086.259248729,25.0,209267
4651,Лада Самара,202407,327366.9209539408,54.0,152981
4652,Lada,202411,874145.7130255417,6.0,113578
4653,Жигули,202407,313523.85737927107,17.0,126415
4654,Киа,202304,1721515.4764156723,8.0,156582
4655,Жигули,202301,525160.3602740482,13.0,127283
4656,Лада Самара,202411,486352.2735835892,18.0,117171
4657,Мерседес-Бенц,202302,5208528.308565099,2.0,188973
4658,Мерседес-Бенц,202304,4084937.194086599,38.0,213979
4659,Жигули,202305,210051.33853371418,3.0,117207
4660,Lada,202412,783579.8920438321,25.0,131402
4661,Lada,202301,1175597.870951546,111.0,148068
4662,Лада Самара,202402,406762.7655495995,13.0,125189
4663,Жигули,202301,316668.2104736868,0.0,109078
4664,Киа,202402,1517880.6510990448,40.0,161121
4665,Мерседес-Бенц,202406,5383780.202280898,27.0,232012
4666,Лада Самара,202408,354674.41977349087,60.0,140359
4667,Киа,202312,1486050.292868635,56.0,179307
4668,Киа,202406,1896342.7546932388,13.0,176216
4669,Лада Самара,202410,501601.74597251,20.0,161392
4670,Lada,202304,522956.7789299761,34.0,122922
4671,Киа,202403,2114115.372016455,13.0,149324
4672,Киа,202306,1116617.3944070665,19.0,152511
4673,Киа,202311,1688999.557429905,14.0,136099
4674,Мерседес-Бенц,202501,3950892.0441051563,0.0,188146
4675,Жигули,202311,475191.60974686703,0.0,106367
4676,Лада Самара,202401,611227.3835407578,20.0,109205
4677,Киа,202409,2232103.9379150285,30.0,136990
4678,Мерседес-Бенц,202405,4844685.581684984,9.0,204695
4679,Lada,202311,832652.8781980063,14.0,160310
4680,Мерседес-Бенц,202302,3308890.181615009,4.0,176311
4681,Киа,202307,2771561.6538093407,31.0,172754
4682,Жигули,202409,480254.006761235,1.0,117023
4683,Киа,202306,2555636.243500792,16.0,149374
4684,Lada,202407,892296.7058162786,29.0,125526
4685,Жигули,202302,540660.2186928211,7.0,115459
4686,Мерседес-Бенц,202306,5059179.967523523,1.0,192547
4687,Киа,202405,1256410.7776712277,41.0,163460
4688,Киа,202303,2020579.3482642188,4.0,145889
4689,Жигули,202308,268430.6378422892,2.0,140647
4690,Лада Самара,202306,585417.381360976,59.0,121944
4691,Киа,202311,1785291.8910421445,91.0,177850
4692,Мерседес-Бенц,202302,6489388.407937513,2.0,186352
4693,Мерседес-Бенц,202403,8954636.570692478,80.0,197957
4694,Лада Самара,202409,514185.66610775044,22.0,141023
4695,Киа,202311,1747209.6460577932,36.0,135417
4696,Жигули,202309,436896.44062572194,83.0,145086
4697,Lada,202411,879128.5665334684,60.0,135917
4698,Киа,202312,1612749.8149194748,6.0,150547
4699,Мерседес-Бенц,202301,4067277.7649324224,15.0,205720
4700,Киа,202401,2673244.709679487,7.0,164860
4701,Жигули,202403,487386.2480492324,16.0,112390
4702,Лада Самара,202312,411585.58727916074,16.0,119264
4703,Lada,202304,657716.3659253299,79.0,140093
4704,Мерседес-Бенц,202402,5220113.409780981,,199345
4705,Жигули,202404,285491.489882449,16.0,116460
4706,Жигули,202301,406003.6612353537,11.0,133122
4707,Киа,202307,2698847.6550355013,31.0,147333
4708,Киа,202303,2722729.752649438,67.0,133837
4709,Лада Самара,202412,533497.5118512047,30.0,183082
4710,Lada,202305,851699.1038417668,76.0,127861
4711,Лада Самара,202408,392155.3832656965,19.0,143173
4712,Киа,202404,2170785.721956855,4.0,146428
4713,Мерседес-Бенц,202412,5606834.436418842,10.0,159336
4714,Жигули,202410,426442.47680819,42.0,113817
4715,Киа,202408,2691737.033225498,0.0,138780
4716,Lada,202402,912274.030097301,18.0,105263
4717,Киа,202309,2342655.9923443752,15.0,135399
4718,Лада Самара,202303,426605.74974686065,0.0,118173
4719,Жигули,202307,312592.43679287424,72.0,119428
4720,Жигули,202305,426353.49754859996,15.0,138224
4721,Жигули,202402,180898.87148629848,20.0,118081
4722,Жигули,202303,308337.36459697573,36.0,115490
4723,Жигули,202303,351201.73966980044,34.0,134088
4724,Жигули,202308,506462.66738839634,27.0,112629
4725,Мерседес-Бенц,202304,9406635.664609173,36.0,250088
4726,Lada,202312,868515.7523620527,8.0,124655
4727,Жигули,202410,495970.74624736083,35.0,118261
4728,Лада Самара,202501,577506.7827437962,69.0,133870
4729,Лада Самара,202401,226568.11597730944,7.0,140581
4730,Лада Самара,202307,436459.1904405417,19.0,147119
4731,Мерседес-Бенц,202407,5579818.575545772,17.0,212756
4732,Жигули,202308,237537.5618770083,5.0,112917
4733,Мерседес-Бенц,202407,5287848.722082665,17.0,183109
4734,Lada,202302,1168733.449594434,18.0,140966
4735,Мерседес-Бенц,202311,6975104.869291837,124.0,222537
4736,Lada,202404,603494.4211806089,23.0,148192
4737,Жигули,202501,208199.17623787574,41.0,106965
4738,Жигули,202412,298243.64625198964,10.0,120929
4739,Киа,202412,2250553.096824956,15.0,133531
4740,Lada,202411,883589.2319724495,20.0,137918
4741,Киа,202408,1266331.8971125812,5.0,139775
4742,Лада Самара,202401,481686.73632204527,70.0,127667
4743,Киа,202303,1783153.7025618213,5.0,169266
4744,Lada,202404,777292.4524774116,47.0,153341
4745,Мерседес-Бенц,202405,7077332.84791144,50.0,213488
4746,Киа,202301,1575503.1395846247,25.0,142754
4747,Лада Самара,202402,636259.0559209307,22.0,145816
4748,Мерседес-Бенц,202303,7928942.185153552,55.0,229264
